question,gold
Định luật Planck về phân bố bức xạ điện từ nhưng không cho biết điều gì?,kết quả về giá trị nhiệt dung riêng vô hạn
Mô hình đơn giản bào được Einstein chỉ ra?,chuyển động của các nguyên tử trong chất rắn bị lượng tử hóa để giải thích tại sao nhiệt dung riêng của chất rắn lại trở về không khi tiến gần đến độ không tuyệt đối
Einstein giả sử chuyển động trong mô hình bị gì?,lượng tử hóa
Mỗi chuyển động độc lập của lò xo có năng lượng bằng bao nhiêu?,một số nguyên lần hf
F ở đây có ý nghĩa gi?,tần số dao động
"Với giả sử mô hình bị lượng tử hóa, Einstein áp dụng phương pháp thông kê của ai để tính năng lượng trung bình mỗi lò xo trong một khoảng thời gian?",Boltzmann
Einstein đã đóng góp vào những phát triển này bằng liên hệ chúng với các tư tưởng của ai?,Wilhelm Wien
Einstein đã đóng góp vào những phát triển này bằng liên hệ chúng với các tư tưởng của Wilhelm Wien vào năm bao nhiêu?,năm 1898
Wien đã đưa ra giả thuyết nào của trạng thái cân bằng?,bất biến đoạn nhiệt
Einstein chú ý đến là cùng nguyên lý đoạn nhiệt này chỉ ra các đại lượng bị lượng tử hóa trong chuyển động cơ học bất kì phải là bất biến đoạn nhiệt vào năm bao nhiêu?,năm 1911
Định luật tác dụng thay đổi được bị lượng tử hóa là gì?,nguyên lý cơ sở của thuyết lượng tử
Einstein trờ thành giảng viên thỉnh giảng của trường Đại học Bern vào năm bao nhiêu?,Năm 1908
Einstein chỉ ra rằng lượng tử năng lượng của Planck phải có động lượng và có thể cư xử như các hạt điểm độc lập trên bài báo được viết khi nào?,đầu năm 1909
Bài báo đầu năm 1909 đã mở ra khái niệm gì?,lưỡng tính sóng-hạt trong cơ học lượng tử
"Louis de Broglie đặt ra vấn đề ngược là hạt vật chất có bản chất sóng,khai sinh ra nguyên lý lưỡng tính sóng hạt của vật chất dựa trên đâu?",ý tưởng của Planck và của Einstein về sóng có bản chất hạt
Einstein đã suy nghĩ cách giải quyết nào khi quya trở lại với vấn đề nhiễu loạn nhiệt động học?,sự thay đổi mật độ trong chất lỏng tại điểm giới hạn của nó
Nhiễu loạn mật độ được khủ bằng gì?,đạo hàm bậc hai của năng lượng tự do theo mật độ
Hiệu ứng nhiễu loạn mật độ mà theo đó mọi bước sóng của ánh sáng bị tán xạ khi đi vào môi trường khác làm cho chất lỏng có màu như thế nào?,trắng như sữa
Einstein liên hệ hiện tượng này với hiện tượng nào?,tán xạ Raleigh
"Năm 1907, Einstein đang làm việc tại đâu?",cuc bằng sáng chế
Einstein nhận ra nguyên lý tương đối có thể mở rộng sang đâu?,trường hấp dẫn
Einstein suy nghĩ về vật dụng gì chuyển động với gia tốc đều nhưng không đặt trong trường hấp dẫn?,thang máy
Einstein áp dụng lý thuyết gì để thấy tốc độ của các đồng hồ tại đỉnh thang máy gia tốc trên sẽ nhanh hơn tốc độ của đồng hồ ở sàn thang máy?,tương đối hẹp
Einstein kết luận tốc độ của đồng hồ phụ thuộc vào gì?,vị trí của chúng trong trường hấp dẫn
Einstein vẫn tính toán được điều gì mặc dù có sự xấp xỉ?,độ lệch của tia sáng do hấp dẫn
"Tính toán được độ lệch chuẩn, Einstein tin tưởng rằng lý thuyết vô hướng hấp dẫn được đề xuất bơi ai là sai?",Gunnar Nordström
Giá trị thực cho độ lệch mà Einstein tính ra nhò đi mấy lần so với giá trị thực?,2 lần
Einstein đã sửa lại những thiếu sót và tiên đoán được giá trị đúng của độ lệch tia sáng đi gần Mặt Trời khi nào?,Einstein hoàn thiện thuyết tương đối tổng quát
"Trong các năm nào, Einstein đã suy nghĩ về bản chất ttruo27ng hấp dẫn?",1909-1912
Einstein nghi6en cứu những bản chất của trường hấp dẫn bằng điều gì?,các thí nghiệm tưởng tượng đơn giản
"Bằng thí nghiệm với đĩa quay, Einstein đã tưởng tượng ra điều gì?",một quan sát viên thực hiện các thí nghiệm trên một cái bàn quay
Einstein chú ý rằng quan sát viên có thể đo được một giá trị khác cho hằng số toán học pi so với trong hình học gì?,Euclid
"Vào năm bao nhiêu, Einstein trở lại Thụy Sĩ để nhận chức danh giáo sư tại trường ETH?",Năm 1912
"Khi ông trở lại Zurich, Einstein đến thăm người bạn cùng lớp đại học ETH là ai?",Marcel Grossmann
"Khi ông trở lại Zurich, thì Marcel Grossmann làm nghề gì?",giáo sư toán học
Einstein bắt đầu khám phá ra sự hữu ích của nguyên lý hiệp biến tổng quát cho lý thuyết hấp dẫn của ông theo lời đề nghị của ai?,Tullio Levi-Civita
Einstein đã công bố thuyế tương đối hẹp theo dạng nay của lý thuyết vào thời gian nào?,cuối năm 1915
Một đội nhà thiên văn học đã xác nhận rằng tiên đoán của Einstein về sự bẻ cong tia sáng do hấp dẫn của Mặt Trời vào thời gian nào?,tháng 5 năm 1919
Một đội nhà thiên văn học đã xác nhận rằng tiên đoán của Einstein về sự bẻ cong tia sáng do hấp dẫn của Mặt Trời do ai đứng đầu?,Arthur Stanley Eddington
Một đội nhà thiên văn học đã xác nhận rằng tiên đoán của Einstein về sự bẻ cong tia sáng do hấp dẫn của Mặt Trời trong hoàn cảnh nào?,chụp các bức ảnh trong quá trình nhật thực tại Príncipe
Principe là hòn đảo nằm ở đâu?,"phía tây châu Phi đồng thời với một đoàn thám hiểm ở Sobral, phía bắc Brasil"
"Có ý kiến cho rằng, việc kiểm tra lại các bức ảnh của đoàn thám hiểm cho thấy độ sai số của thí nghiệm bằng vối kết quả gì?",thu được từ hiệu ứng mà Eddington đã đo để chứng minh
Đoàn thám hiểm Eddington là đoàn thám hiểm người gì?,người Anh
Đoàn thám hiểm Eddington kết luận là phương pháp đã đo không đủ tin cậy vào năm bao nhiêu?,năm 1962
"Sự xác nhận các tiên đáon cảu thuyết tương đối rộng cùng với sư mới nổi tiếng của Einstein, các nhà kho học người gì chống lại Einstein và công trình của ông?",Đức
Einstein dự đoán tồn tại sóng hấp dẫn vào năm bao nhiêu?,Năm 1916
Einstein đã dự đóan tồn tại sóng hấp hấp dẫn như thế nào?,"những gợn sóng hình thành từ độ cong của không thời gian mà lan truyền từ nguồn ra bên ngoài như các sóng, chúng mang theo năng lượng dưới dạng bức xạ hấp dẫn"
Sự tồn tại của sóng hấp dẫn theo khuôn khỗ của thuyết tương đối tổng quát là do đâu?,do bất biến Lorentz đưa đến hệ quả của vận tốc lan truyền hữu hạn đối với các tương tác vật lý mà hấp dẫn tham gia
Sóng hấp dẫn không thể tồn tại trong lý thuyết hấp dẫn của ai?,Newton
Tại sao sóng hấp dẫn không thể tồn tại trong lý thuyết hấp dẫn của Newton?,tương tác hấp dẫn lan truyền một cách tức thì hay với vận tốc lớn vô hạn
Sự phát hiện ra sóng hấp dẫn đầu tiên theo một cách gían tiếp đến từ những qua sát trong thập niên nào?,1970
Những quan sát trong thập niên 1970 về cặp sap nào quay trên quỹ đạo hẹp quanh nhau?,neutron
Quan sát cho thấy chu kỳ quỹ đạo cảu hệ giảm dần chứng tỏ điều gì?,hệ đang phát ra sóng hấp dẫn
Dự đóan của Eintein đã được xác nhận vào thời gian nào?,ngày 11 tháng 2 năm 2016
Trực tiếp sóng hấp dẫn lần đầu tiên được các nhà khoa học LIGO ông bố vào ngày nào?,ngày 14 tháng 9 năm 2015
Einstein áp dụng thuyết tương đối rộng cho mô hình cấu trúc cảu vũ trụ trên toàn bộ vào năm nào?,Năm 1917
"Theo dòng suy nghĩ đương thời, Einstein muốn vũ trụ như thế nào?",vĩnh hằng và bất biến
Einstein đã thay đổi nhỏ thuyết tương đối tổng quát bằng cách đưa ra khái niệm mới nào?,hằng số vũ trụ học
Năm 1917 là đỉnh cao trong công việc nghiên cứu gì của Einstein?,thuyết tương đối
Einstein xuất bản một bài báo trong ''Physikalische Zeitschrift đề xuát khả năng tồn tại gì?,"phát xạ kích thích, một quá trình vật lý giúp hiện thực được maser và laser"
Tại sao bài báo của Einstein xuất bản năm 1917 lại có ảnh hưởng lớn đến sự phát triền sau này của cơ học lương tử?,nó là bài báo đầu tiên chỉ ra tính thống kê của sự chuyển dịch trạng thái nguyên tử tuân theo những định luật đơn giản
Einstein đã phát hiện ra nghiên cứu của ai?,Louis de Broglie
Einstein đã viết ra phương trình sóng cho các sóng nào?,de Broglie
Einstein nhận được một miêu tả về mô hình thống kê vào năm nào?,Năm 1924
"Vào năm 1924, Einstein nhận được một miêu tả về mô hình thống kê từ nhà vật từ ai?",Satyendra Nath Bose
Einstein đã gửi bản dịch bài báo của Bose tới tạp chí nào?,Zeitschrift für Physik
"Năm 1995, vật chất ngưng tụ lần đầu tiên đã được tạo ra bằng thực nghiệm bởi những ai?",Eric Allin Cornell và Carl Wieman
Eric Allin Cornell và Carl Wieman sử dụng các thiết bị nào để tạo ra thực nghiệm vật chất ngưng tụ lần đầu tiên?,các thiết bị siêu lạnh
Tại sao thuyết tương đối rất khó để tìm cách thống nhất các đại lượng bảo toàn năng lượng và động lượng?,Thuyết tương đối rộng bao gồm một không thời gian động lực
Định lý Noether cho phép những đại lượng được xác định từ hàm Lagrangian như thế nào?,bất biến tịnh tiến
Tenxơ ứng suất là năng lượng trong phương trình trường Einstein không chứa gì?,năng lượng trường hấp dẫn
Einstein đã làm gì để nghiên cứu về thuyết tung đối tổng quát?,"bắt tay vào chuỗi những cố gắng để tổng quát hóa lý thuyết hình học của ông về hấp dẫn, cho phép kết hợp được với tương tác điện từ"
"Einstein miêu tả ""thuyết trường thống nhất"" vào thời gian nào?",Năm 1950
"Vào năm 1950, ông miêu tả ""thuyết trường thống nhất"" trong tạp chí nào?",Scientific American
Einstein đã lấy tiêu đề gì cho thuyết trường thông nhất trong tap chí Scientific American?,Về lý thuyết tổng quát của hấp dẫn
Tại sao những nổ lực của Einstein hoàn toàn bị thất bại?,Einstein đã dần dần bị đơn độc trong con đường nghiên cứu thuyết thống nhất này
Einstein đã bỏ qua một số hướng phát triển chính của vật lý nào thời đó khi theo đuổi một thống nhất các lực cơ bản của tư nhiên?,việc nghiên cứu các lực hạt nhân mạnh và lực hạt nhân yếu
Các lực hạt nhân mạnh và lực hạt nhân yếu được hiểu cách lúc Einstein mất khoảng thời gian bao lâu?,nhiều năm
Giấc mơ của Einstein để thống nhất mọi định luật vật lí khác với hấp dẫn đã thôi thúc điều gì?,một cuộc tìm kiếm hiện đại cho một lý thuyết của mọi vật và đặc biệt là thuyết dây
Ai là người chứng tỏ rằng sữ từ hóa là do chuyển động của các electron?,Einstein và De Haas
Einstein và De Haas đã làm gì để chứng minh rằng sự từ hóa là do chuyển động của các electron?,họ đảo ngược sự từ hóa trong một thanh thép treo trên một con lắc xoắn
Tại sao thí nghiệm một thanh thép treo tên một con lắc xoắn cần sự tinh tế?,mô men động lượng gắn với electron là nhỏ
Einstein học bản sonata vĩ cầm ở tuổi bao nhiêu?,tuổi 13
"Theo Einstein, ông tự học chời đàn bằng cách nào?",thực hành có hệ thống
Einstein trình bày bản sonata vĩ cầm của Beethoven trong một kỳ kiểm tra âm nhạc ở Aarau khi ở tuổi bao nhiêu?,17 tuổi
Giáo viên đã chấm điểm như thế nào khi Einstein trình bày bản sonata vĩ cầm của Beethoven?,xuất sắc và thể hiện nội dung tuyệt vời
Botstein lưu ý rằng điều gì đảm nhận vai trò quan trọng và lâu dài trong cuộc sống kể từ thời gian đó của Einstein?,âm nhạc
